spid,rating,COMMEQTA,LLPLOANS,COSTTOINCOME,ROE,LIQASSTA,SIZE
249406,6,0.010659,0.032676,1.092897,0.357075,0.258292,18.97703
163527,5,0.161707,0.002816,0.478184,0.221724,0.360069,16.888755
321496,6,0.090032,0.014264,1.565973,-0.105211,0.531004,19.139745
196468,5,0.087165,0.003931,0.323393,0.152416,0.366619,16.569064
160934,7,0.143622,0.011766,0.355115,0.115492,0.397818,16.351264
322914,3,0.030848,0.011119,0.138605,0.177129,0.302224,18.507995
231403,7,0.040952,0.047624,0.554436,0.038523,0.210904,19.010018
311006,3,0.065635,0.004577,0.111069,0.148691,0.311594,16.957032
340803,2,0.081567,0.007698,0.637301,0.162745,0.271412,16.873528
195405,3,0.041624,0.004872,0.369694,0.005515,0.257326,18.036835
350356,8,0.169827,0.016528,0.832453,-0.087519,0.124877,15.0347
210485,2,0.067301,-0.000743,0.450339,0.200612,0.096465,20.131954
273919,7,0.022237,0.017632,0.506734,0.006361,0.107781,18.375909
335030,5,0.015481,0.017624,0.342389,0.127518,0.286522,20.423313
153111,6,0.023813,0.070656,1.204327,-0.235701,0.473325,19.28591
290430,5,0.066331,0.017092,0.588182,0.226303,0.368885,17.500597
371899,5,0.102624,0.015941,0.252636,-0.071558,0.027591,19.546184
264352,7,0.160673,0.052282,0.799481,0.151205,0.071751,19.464647
381531,10,0.111967,0.019371,0.575906,-0.177279,0.157013,16.559165
129160,4,0.142752,0.061012,0.409948,0.055386,0.360634,17.817923
312919,8,0.3094,0.000374,0.771935,0.128163,0.189232,15.098565
265819,9,0.027565,0.024173,0.755922,0.134404,0.185981,18.63923
320997,5,0.068708,0.017618,1.062826,0.035333,0.148154,21.282181
180469,7,0.079973,0.013044,0.750536,0.006497,0.080769,18.91681
282600,7,0.170296,0.031005,0.343311,0.274372,0.08902,16.619289
391151,2,0.099714,0.004618,0.633177,0.197803,0.11143,20.621385
329253,2,0.052569,0.003211,0.685587,0.066913,0.34353,20.004672
255165,5,0.145127,0.011416,0.923272,0.239528,0.509072,20.501051
344874,3,0.085554,0.007664,0.654218,0.114505,0.296723,19.783325
197769,1,0.036034,0.002742,0.230094,0.068415,0.468783,18.916217
255977,9,0.042479,0.009557,0.365589,0.235106,0.121516,17.480775
356445,10,0.082622,0.018968,1.423635,0.024099,0.072304,16.699414
329811,7,0.142406,0.043066,0.770049,0.006404,0.331488,17.233102
290489,4,0.193571,0.018804,0.388846,0.106918,0.349527,18.108033
230843,5,0.143894,0.015719,1.128996,0.243537,0.154748,19.046048
154868,9,0.04075,0.025383,0.492238,-0.002581,0.176775,17.157091
240546,7,0.088238,0.036992,0.476517,-0.005962,0.294417,18.823984
242089,1,0.063215,0.002948,0.239249,0.102693,0.349079,19.160746
192593,4,0.143862,0.003596,0.38565,0.16974,0.357127,20.77588
186882,10,0.095963,0.028365,0.98182,0.134296,0.072913,16.426048
197373,2,0.027853,0.007704,0.627877,0.136163,0.05128,18.95008
176219,3,0.062669,0.001467,0.117331,0.206683,0.131217,17.115343
135191,6,0.037152,0.08133,0.653386,0.200798,0.293883,18.552382
291779,2,0.066156,0.007791,0.717526,0.148923,0.203384,17.997493
307398,4,0.092154,0.061189,0.536009,0.036664,0.09883,16.81497
234760,3,0.13159,0.001786,0.427932,0.195169,0.396935,17.692842
143727,4,0.180533,0.056011,0.431662,0.005063,0.292537,18.435483
240791,6,0.020739,0.070521,1.562938,-0.319328,0.443493,20.731047
172263,5,0.056332,0.008255,0.946232,-0.120067,0.318929,17.171499
386461,7,0.161994,0.007402,0.798227,-0.002128,0.138643,15.997661
160535,10,0.137131,0.030413,2.253943,-0.14897,0.027613,15.970067
124164,3,0.025398,0.01209,0.632966,0.051701,0.229698,16.304916
196866,8,0.285663,0.020361,0.797119,0.092514,0.132234,16.562494
162906,10,0.10408,0.034219,1.335544,-0.029047,0.158441,15.82223
321956,3,0.056695,0.010956,0.283256,0.024183,0.218136,16.318248
105505,9,0.070563,0.014086,0.359352,0.17958,0.404875,18.816232
174208,6,0.036935,0.054564,1.556482,0.430785,0.56501,18.88421
295434,4,0.188443,0.013905,0.50228,0.108669,0.391618,19.552952
249009,1,0.051079,0.002408,0.410304,0.06505,0.541084,18.49839
353679,6,0.018855,0.025547,1.527674,0.399556,0.345525,20.335759
388537,7,0.16746,0.03534,0.349666,-0.05208,0.359326,18.97879
380682,5,0.073264,0.013431,0.541894,-0.035754,0.415889,17.627233
156926,4,0.038676,0.055336,0.488567,0.047844,0.278657,16.571976
100064,7,0.043041,0.059002,0.817762,0.200977,0.313966,17.592981
274258,2,0.047248,0.006737,0.678694,0.17495,0.065313,16.050795
249516,2,0.047179,0.004006,0.728344,0.160957,0.366092,19.030698
363759,6,0.010356,0.091512,0.862989,0.189557,0.698255,19.546319
341359,7,0.08705,0.045681,0.525551,0.035115,0.422742,16.441713
373110,6,0.042896,0.077766,1.446818,-0.476926,0.076052,16.685784
386934,7,0.114974,0.030808,0.522256,0.158298,0.212408,17.011625
114827,7,0.125999,0.033803,0.772153,0.289096,0.383073,18.467995
166501,3,0.105063,0.003921,0.104262,0.216992,0.162639,17.850822
210912,1,0.064872,0.001857,0.549228,0.108722,0.455097,18.090089
380709,3,0.052843,-2.8e-05,0.37518,0.117113,0.268304,19.294774
180924,10,0.08012,0.010051,1.985582,-0.148142,0.106657,15.966941
298248,9,0.119652,0.004088,0.724403,0.084084,0.315418,17.972866
167395,10,0.057193,0.045004,1.086641,0.055944,0.167862,15.986724
314938,10,0.092271,0.044494,1.667541,-0.114136,0.053375,15.895886
377868,9,0.045454,0.013482,0.812219,0.195739,0.268726,15.932091
348791,2,0.049858,0.007296,0.707532,0.111832,0.288968,20.615118
350260,5,0.129263,0.012154,1.18167,0.071856,0.533858,16.064181
147389,1,0.061288,0.001582,0.277672,0.060397,0.741634,18.098238
220491,8,0.10371,0.012225,0.889563,0.043542,0.089996,15.632371
258159,4,0.186224,0.011263,0.561775,0.018427,0.063694,19.173057
130735,7,0.070527,0.028148,0.825026,0.257473,0.101724,18.582418
302697,10,0.142162,0.029879,2.192222,-0.027122,0.067796,16.943421
337192,3,0.117666,0.004306,0.615107,0.072523,0.36535,20.523116
113804,5,0.077455,0.010357,0.705643,-0.148211,0.071055,18.011411
321329,1,0.088272,0.002911,0.452965,0.087569,0.246767,18.749071
100061,8,0.268106,0.013919,0.352013,0.056595,0.060456,11.380676
321896,9,0.071995,0.008069,0.676463,0.016622,0.435794,18.914706
347306,4,0.195049,0.051902,0.691296,-0.029295,0.561076,20.709093
300249,7,0.079057,0.03939,0.345349,0.152487,0.087124,16.835348
307012,2,0.03924,0.002979,0.519246,0.056395,0.361752,17.90224
199555,6,0.128014,0.00782,1.021523,-0.279684,0.109965,15.902627
373070,8,0.277594,0.007452,0.463407,0.058145,0.112073,11.168714
386347,3,0.083059,-0.000408,0.855588,0.075676,0.337162,18.679596
230969,2,0.028545,0.003467,0.455583,0.118031,0.222014,20.69221
277193,1,0.069021,0.00253,0.47393,0.053584,0.31292,18.325048
117861,2,0.044483,-0.000506,0.556321,0.08789,0.289543,17.623404
305789,2,0.064674,0.003456,0.474979,0.181843,0.051899,15.932524
113165,9,0.095361,0.009397,0.687485,0.210798,0.107798,19.101824
252565,9,0.113665,0.004191,0.598372,0.0575,0.105781,16.417178
375482,9,0.107649,0.012252,0.57202,0.015043,0.099327,18.995411
284634,6,0.057187,0.060357,0.679965,0.351332,0.409796,17.873532
132666,5,0.101972,0.007543,0.817082,-0.152664,0.211079,16.43606
366254,9,0.025817,0.013344,0.512827,0.111273,0.346583,17.800661
222010,8,0.309455,0.012865,0.429165,0.112882,0.209041,18.42583
171058,8,0.248166,0.007744,0.730307,-0.046121,0.164952,13.427418
396384,4,0.107628,0.029491,0.641956,-0.057464,0.313318,20.915341
189085,8,0.257523,0.029598,0.734538,-0.019069,0.095229,14.480738
143302,8,0.304505,0.028226,0.662691,-0.058719,0.175757,16.849169
268926,7,0.060681,0.051014,0.744418,0.293406,0.252396,17.89812
119639,7,0.044648,0.002782,0.787295,0.03075,0.296273,16.999632
299999,1,0.074785,0.001776,0.633868,0.088773,0.686423,18.141562
175432,1,0.074926,0.003097,0.460233,0.091685,0.206912,18.105657
295999,5,0.020315,0.014329,0.43932,0.251254,0.646833,17.125494
216067,10,0.058078,0.019615,1.147097,0.029031,0.089623,16.334521
268452,9,0.064185,0.035067,0.665081,0.045868,0.162798,15.71223
104915,7,0.062535,0.00146,0.764936,0.033394,0.230133,19.09932
312703,1,0.059114,0.000869,0.455559,0.070186,0.079557,18.630737
351570,2,0.046709,0.003165,0.486033,0.063688,0.360716,18.451558
305506,5,0.149671,0.006312,1.043324,0.103714,0.669614,18.278911
398664,9,0.102137,0.031577,0.423586,0.223016,0.12874,16.648173
109247,1,0.064513,0.00094,0.230512,0.094436,0.138752,19.089875
217252,6,0.139625,0.001622,1.507588,-0.097305,0.813207,19.387105
254862,5,0.073661,0.010854,0.539149,-0.130663,0.623484,18.800705
171518,2,0.083903,0.001941,0.613402,0.132069,0.054191,16.236737
160649,4,0.207993,0.051528,0.469095,0.177564,0.093391,19.270584
344916,7,0.114235,0.040085,0.772387,0.253616,0.346978,18.608815
232583,10,0.161455,0.012546,0.895468,0.074673,0.053331,15.83597
351114,9,0.052515,0.022524,0.56377,0.01069,0.131405,15.504902
373073,2,0.033059,0.005879,0.725412,0.152092,0.438057,20.523182
213449,2,0.069264,0.006761,0.606286,0.103157,0.054197,17.273376
237617,3,0.041113,0.00788,0.275744,0.011661,0.451119,16.319892
378538,10,0.147495,0.036929,1.079062,-0.105827,0.068445,16.429647
314071,3,0.121413,0.004327,0.653231,0.092265,0.408928,16.477798
356857,1,0.026668,0.001262,0.72833,0.108815,0.643952,19.097998
241310,8,0.247005,0.002436,0.706803,0.149139,0.130778,17.723337
136722,7,0.125444,0.034163,0.697622,0.381484,0.292464,15.889572
239624,1,0.029244,0.000724,0.3863,0.105032,0.512361,18.934156
136484,5,0.067734,0.017673,0.634248,-0.091123,0.559702,16.655629
183564,1,0.054132,0.001139,0.536947,0.075789,0.739818,18.657105
127696,1,0.065386,0.002662,0.568035,0.054792,0.463358,18.393092
352427,8,0.2365,0.018188,0.39267,0.111174,0.155475,11.602835
318124,5,0.10054,0.013005,1.092728,-0.09082,0.585616,18.328784
181376,9,0.108954,0.022105,0.364365,0.034704,0.065826,18.230431
292548,8,0.06284,0.016169,0.70966,-0.012982,0.111995,16.214611
199823,5,0.151035,0.008148,0.240762,0.231831,0.604159,16.162529
333573,9,0.032282,0.02891,0.452845,-0.020922,0.40298,17.1545
337892,10,0.06581,0.013962,1.610289,0.151272,0.170584,16.789761
258529,4,0.223416,0.069409,0.585933,-0.021312,0.25619,19.354583
165337,9,0.014272,0.012448,0.845688,0.093821,0.033975,16.147915
162229,10,0.149551,0.011419,1.636103,-0.110585,0.034131,16.976701
243436,8,0.07345,0.014062,0.62276,0.189038,0.169531,15.893908
133271,2,0.029535,0.004311,0.546262,0.136975,0.0268,20.128442
209543,9,0.030425,0.007925,0.405726,0.253332,0.078463,18.444632
139659,9,0.07763,0.03004,0.590185,0.001395,0.288724,15.851522
329218,8,0.227394,0.026923,0.611802,-0.074074,0.128653,12.157654
210476,7,0.068974,0.04375,0.595945,-0.006497,0.129777,18.730741
125407,7,0.135601,0.038415,0.545885,0.072937,0.306291,18.712572
112087,6,0.095398,0.036008,1.384486,0.351007,0.778466,15.918266
184282,7,0.100658,0.001975,0.712164,0.167292,0.13143,16.757596
147592,9,0.035003,0.026142,0.892184,0.185272,0.055755,19.094094
233730,4,0.158588,0.016268,0.771049,0.166467,0.315031,19.257085
355655,1,0.078261,0.002271,0.24748,0.077894,0.432022,19.042561
268434,1,0.087628,0.0006,0.707674,0.073254,0.680808,18.413317
253818,9,0.065801,0.011325,0.683301,0.229259,0.124018,17.516731
391845,2,0.096861,0.003825,0.551056,0.16008,0.412396,15.935093
367691,4,0.139037,0.026941,0.645634,0.047918,0.328704,17.453848
303791,8,0.219848,0.000423,0.75471,0.020673,0.167598,15.200236
168709,10,0.127083,0.039038,1.089401,-0.03531,0.026715,16.431388
357486,4,0.260163,0.047954,0.677892,0.158868,0.229503,19.07406
134034,10,0.111242,0.043474,1.628247,0.005533,0.124876,16.877156
244991,4,0.18183,0.041591,0.615764,0.090951,0.269414,16.134089
277717,5,0.050984,0.006627,1.176479,0.229262,0.293064,17.115976
303939,8,0.089095,0.007415,0.574362,-0.017113,0.137461,14.800619
228629,5,0.16168,0.016382,0.884036,0.165046,0.502044,18.234787
319269,10,0.055918,0.043216,1.47377,0.11847,0.106602,16.17595
278292,10,0.11217,0.02929,2.228496,0.01942,0.197088,17.005311
363865,8,0.188858,0.013418,0.577111,0.070538,0.059054,16.682646
387788,5,0.118522,0.014766,0.968664,-0.021996,0.568904,17.030679
232769,1,0.06514,0.001781,0.614428,0.086519,0.549343,18.637024
241106,6,0.146185,0.080679,0.402412,0.128842,0.566463,17.326357
121877,3,0.143177,0.011396,0.317938,0.152376,0.245605,16.778429
366812,8,0.084717,0.007536,0.767823,0.072031,0.064305,11.358875
345023,5,0.009217,0.007568,0.645747,0.25141,0.376754,18.558547
397160,4,0.080673,0.012876,0.573755,0.113897,0.399227,18.151502
189340,9,0.039935,0.026016,0.378317,0.014854,0.157638,16.622111
156012,5,0.148156,0.000263,0.325364,-0.048781,0.304479,21.059132
164041,6,0.119,0.051265,0.716677,0.003385,0.368943,17.690418
294212,9,0.044432,0.025192,0.421164,-0.005858,0.127781,17.528118
325145,8,0.143244,0.021963,0.635807,0.043725,0.216927,12.747354
135110,10,0.158612,0.045932,1.325328,-0.107384,0.063809,16.793587
122998,8,0.047853,0.015269,0.371953,0.15225,0.156192,16.501496
100639,10,0.058175,0.04488,0.840766,0.014987,0.031094,15.905531
261212,3,0.150168,0.00215,0.20829,-0.038639,0.371964,20.451534
367595,3,0.04569,0.000905,0.273296,0.13875,0.069549,16.494914
349045,7,0.139012,0.009672,0.42411,-0.022413,0.138277,17.676261
100868,2,0.094467,0.002301,0.686616,0.177599,0.234407,18.775424
330151,10,0.086447,0.012675,1.172454,0.046735,0.163954,16.457041
146495,8,0.144423,0.006175,0.766709,-0.086709,0.147995,16.032089
345396,9,0.014328,0.040397,0.916882,-0.002235,0.261306,19.123211
337036,9,0.073874,0.006958,0.505849,0.054434,0.13044,15.624099
267752,9,0.016315,0.003775,0.70031,0.146101,0.139216,17.184894
212913,4,0.096794,0.042114,0.368179,0.024441,0.088242,20.184878
320296,6,0.100836,0.039103,0.951554,-0.249506,0.312706,15.336431
115855,3,0.126115,0.001829,0.472301,0.066305,0.449755,17.485246
203068,8,0.293556,0.011304,0.530654,-0.006141,0.193625,12.115573
291434,1,0.028369,0.001935,0.324445,0.110838,0.275452,18.940254
175772,2,0.051797,0.008231,0.602406,0.076447,0.245056,16.421862
108722,8,0.272984,0.011249,0.501124,0.068711,0.204021,13.674756
134054,9,0.110749,0.028798,0.456343,0.008411,0.42863,15.883001
153987,1,0.088445,0.002192,0.37862,0.108572,0.737383,18.890641
233707,1,0.025097,0.00115,0.448962,0.107705,0.550327,18.882745
340991,7,0.102988,0.056723,0.807812,0.066045,0.355923,17.632054
397034,2,0.038663,0.006361,0.658929,0.075839,0.202924,15.850705
145174,10,0.161745,0.033171,1.01434,-0.138857,0.199014,16.537053
202367,7,0.118066,0.046032,0.794839,0.293856,0.059752,16.919933
149796,9,0.039502,0.034952,0.876709,-0.002916,0.334728,15.497919
264377,8,0.198827,-0.000127,0.778769,-0.060286,0.07698,14.270172
295641,4,0.129321,0.006414,0.513515,-0.034704,0.31975,15.835419
129700,3,0.047637,0.000795,0.380441,0.003023,0.113929,18.592089
343874,10,0.094188,0.044535,0.810681,-0.185613,0.120231,16.561871
161344,5,0.150989,0.017549,0.256595,0.135883,0.214657,18.385882
185726,4,0.250587,0.06707,0.549125,0.072782,0.131396,17.048947
267809,5,0.142633,0.004951,0.235087,0.058641,0.596056,19.895014
269615,10,0.111987,0.017461,0.923103,-0.212528,0.070858,15.874985
237370,6,0.132276,0.018131,0.939521,0.153335,0.064518,18.755353
280986,2,0.06557,0.006412,0.479419,0.151186,0.422827,18.362276
107000,3,0.037535,0.002142,0.271867,0.169242,0.17398,19.084242
295689,10,0.094881,0.021024,1.558865,-0.001204,0.128546,16.175388
250318,10,0.093071,0.02069,1.510498,-0.103869,0.037089,15.930579
300339,2,0.084686,0.003433,0.654618,0.120019,0.151217,16.205221
322886,10,0.127997,0.02214,1.031025,-0.159713,0.192103,16.989545
344860,6,0.013496,0.074604,1.186406,-0.104565,0.281141,21.331826
269082,6,0.060602,0.077786,1.478791,-0.357569,0.604502,16.799749
228796,3,0.138013,0.000302,0.819224,-0.037241,0.341318,17.602044
279418,7,0.074142,0.040414,0.56345,0.352631,0.422061,17.001944
381414,3,0.038157,0.011482,0.791571,0.209792,0.334481,19.070895
191444,8,0.139992,0.00992,0.857813,0.105388,0.132597,18.289215
130320,3,0.062653,0.004069,0.869571,0.132791,0.154928,20.215456
281900,3,0.145392,-0.001119,0.786321,0.034013,0.316783,17.135484
101593,6,0.089824,0.00594,1.570773,-0.206026,0.719867,16.927791
376213,2,0.09949,0.00309,0.640923,0.201292,0.354603,19.189156
210379,3,0.055608,0.002027,0.30697,0.079907,0.076356,16.694761
127161,1,0.036007,0.000775,0.684955,0.11218,0.33998,18.014045
225024,8,0.234634,0.001023,0.431416,0.04663,0.110067,18.002689
210954,5,0.12763,0.003664,1.064397,0.076854,0.134889,16.48235
290028,7,0.157394,0.011051,0.593994,0.104885,0.063912,16.499986
254161,7,0.016146,0.046401,0.533939,0.032897,0.302813,17.601186
386580,2,0.035709,0.005154,0.520265,0.051327,0.271112,19.787046
222207,7,0.054878,0.033936,0.693411,0.126764,0.203329,17.346988
173053,4,0.245288,0.009417,0.571646,0.165587,0.058036,18.438903
131912,8,0.312928,0.016335,0.659116,0.015959,0.182083,14.86524
355413,2,0.050828,-0.001513,0.702086,0.203082,0.076948,20.311074
367200,6,0.088992,0.088634,0.30709,-0.423102,0.775751,21.236436
250115,1,0.06651,0.001143,0.75838,0.080871,0.742406,18.831988
301918,1,0.083466,0.001209,0.269192,0.054704,0.310557,19.054496
137221,3,0.117058,0.000361,0.369063,0.040139,0.298003,16.548227
240765,2,0.069675,0.001748,0.713855,0.11503,0.402886,21.078364
228706,1,0.069366,0.003079,0.266071,0.082522,0.503208,18.075546
117160,8,0.30599,0.023999,0.829564,0.159402,0.160345,12.422841
328832,2,0.093007,0.00092,0.611545,0.074814,0.266095,17.713028
288116,6,0.073912,0.03271,0.638671,-0.462659,0.531477,15.436255
274951,5,0.156033,0.002563,0.777703,0.012343,0.439704,17.488984
174742,3,0.128274,0.006376,0.509687,0.114653,0.073289,16.328678
207227,8,0.221271,0.022539,0.646367,-0.088601,0.138804,10.833307
107688,9,0.042431,0.02131,0.635467,0.068864,0.124829,18.854967
166016,3,0.09977,0.00064,0.329113,0.182588,0.140369,20.43795
170090,2,0.047571,0.002628,0.514565,0.211144,0.122809,16.936211
353837,10,0.138326,0.012258,0.691284,0.037353,0.053201,16.431369
401640,8,0.188464,0.003448,0.755922,0.138167,0.133375,13.684546
389988,1,0.081906,0.002344,0.758823,0.112722,0.763985,18.022994
274886,5,0.108796,0.012758,0.498577,0.233983,0.09065,18.178792
227244,6,0.103928,0.04345,0.949869,-0.085514,0.472881,19.701785
310517,4,0.259963,0.042607,0.739485,0.036953,0.457247,16.147499
117768,3,0.092185,0.007631,0.501636,0.097319,0.45763,16.731713
168017,9,0.028169,0.021349,0.362276,0.16775,0.109021,16.688794
206772,10,0.128429,0.042855,2.373222,-0.174806,0.022233,16.602111
322887,6,0.137914,0.013212,1.502365,0.243778,0.105346,19.808344
382382,6,0.019446,0.000767,0.813924,0.237613,0.509132,19.730635
287727,3,0.155767,-0.001052,0.26665,0.21791,0.43354,17.080316
277177,2,0.045926,-0.000349,0.514801,0.117622,0.055544,18.570814
325224,2,0.070737,0.000204,0.722319,0.175304,0.442875,19.472594
396101,9,0.090409,0.024689,0.425523,0.076896,0.349498,18.500663
174030,8,0.264023,0.025131,0.789046,-0.071513,0.149765,15.086002
379360,2,0.069617,0.005046,0.476551,0.062343,0.063218,17.385064
173309,4,0.111817,0.004084,0.420432,0.178991,0.079654,21.087159
117193,8,0.31158,0.02284,0.7511,0.089283,0.146763,18.361629
303037,8,0.316177,0.001212,0.54171,-0.081254,0.150597,13.256845
389024,8,0.079744,0.017908,0.593695,0.059195,0.083322,17.060896
367754,2,0.048608,0.005595,0.553768,0.136789,0.043412,19.031124
101629,2,0.05678,0.003697,0.482003,0.168542,0.401444,19.24354
224670,9,0.053439,0.031686,0.420005,0.032556,0.04565,18.237764
351648,3,0.073431,0.00052,0.504962,-0.005731,0.164233,17.445267
395422,9,0.068913,0.036468,0.514484,0.226815,0.411756,18.276154
309777,1,0.027776,0.001579,0.357736,0.096657,0.188891,18.712224
351573,10,0.142313,0.039536,2.02023,0.152163,0.056922,16.790625
234009,7,0.135667,0.034516,0.674403,-0.040026,0.355515,18.145718
259408,7,0.135338,0.053287,0.393103,0.162591,0.112123,18.801348
179650,2,0.043331,0.003005,0.476522,0.104305,0.432989,17.398975
251629,7,0.044783,0.047407,0.764172,0.253306,0.195038,19.396998
161007,9,0.056702,0.036495,0.455269,0.01133,0.296266,17.665234
165229,10,0.070812,0.039116,1.702506,-0.07217,0.097383,16.987587
184516,7,0.166866,0.012274,0.826488,-0.04241,0.136196,16.821312
125487,6,0.092894,0.045683,0.74174,-0.322205,0.759224,16.558246
128068,5,0.164976,0.011251,0.688107,-0.056652,0.553773,17.333136
108294,9,0.014241,0.025444,0.807025,0.140208,0.149582,17.878675
259804,1,0.037515,0.001281,0.257849,0.069908,0.563957,18.787051
148246,2,0.090127,0.00081,0.545366,0.067859,0.404874,19.006911
134812,1,0.073345,0.001414,0.260071,0.086755,0.624704,19.117196
133498,2,0.063028,0.003117,0.516208,0.167964,0.13106,21.185606
245298,5,0.150172,0.014516,0.306887,0.207945,0.69212,21.2374
252860,9,0.089359,0.028244,0.674285,0.255794,0.442828,18.122104
198450,3,0.100767,0.005982,0.299397,0.154621,0.428692,16.970772
313092,7,0.033112,0.046316,0.499251,0.173478,0.037742,18.054471
143020,8,0.150446,0.019032,0.897278,0.153337,0.052347,16.784371
190482,1,0.062991,0.000891,0.423397,0.104293,0.678821,18.71443
104473,6,0.040931,0.087014,0.875882,-0.473052,0.096407,20.874623
327306,2,0.055152,0.00692,0.594067,0.220649,0.148976,15.967298
371979,8,0.222454,0.025661,0.402233,0.074506,0.119011,14.680787
244133,7,0.050319,0.013003,0.69962,0.084895,0.405872,15.767178
123870,8,0.201352,0.023329,0.895873,0.151253,0.133579,17.218282
169485,9,0.094214,0.036088,0.696892,0.198951,0.281827,16.278594
170487,2,0.05818,-0.000517,0.712632,0.053683,0.33443,18.423916
369082,1,0.038323,0.003072,0.686919,0.088796,0.729035,18.743032
226157,1,0.038681,0.002213,0.300975,0.107744,0.542571,18.959029
296432,9,0.067172,0.013822,0.689364,0.062576,0.405158,17.441384
247788,8,0.091616,0.010613,0.59435,0.201971,0.227832,16.75049
230197,7,0.168681,0.019644,0.794206,0.245227,0.205196,17.075866
181840,8,0.194233,0.021067,0.898634,0.148,0.100985,16.130485
312597,9,0.073879,0.006485,0.899278,0.099097,0.042939,16.349531
377813,4,0.140224,0.038069,0.506448,0.020644,0.085657,20.066593
273167,6,0.06574,0.074237,0.55931,-0.427906,0.119849,17.842594
197234,2,0.068909,0.000181,0.454848,0.203299,0.43628,19.089987
111135,3,0.025587,0.010829,0.482049,0.029321,0.448804,17.226778
273435,10,0.110856,0.020308,1.243606,-0.071188,0.149425,15.693781
259084,10,0.150453,0.042915,2.202913,-0.039053,0.077917,16.926927
134960,9,0.121557,0.010358,0.604605,0.085982,0.266845,15.867197
263500,3,0.025195,0.001863,0.513769,0.037098,0.152475,19.77569
359932,8,0.0697,0.003256,0.490672,0.059512,0.084076,14.094918
176160,7,0.124441,0.039739,0.637573,0.335816,0.428606,18.710875
314620,2,0.093992,0.008132,0.539345,0.180142,0.042736,16.989733
107306,7,0.027257,0.018539,0.424821,0.22673,0.331078,19.002153
393210,2,0.041768,0.001683,0.66279,0.08688,0.355297,18.428551
169671,5,0.074772,0.007843,0.902664,0.179238,0.097079,17.777733
312871,4,0.053322,0.003353,0.389624,0.190295,0.450078,16.751188
131232,9,0.101993,0.032427,0.846714,0.097504,0.058535,16.734682
320663,10,0.073751,0.032735,1.262011,0.001503,0.089426,17.033143
269612,4,0.126703,0.028068,0.570689,0.081864,0.232455,19.993013
332485,1,0.086324,0.002112,0.761945,0.107479,0.474712,18.207223
130188,6,0.032432,0.07163,1.291714,0.459034,0.132645,15.836111
401087,4,0.168306,0.07064,0.566526,0.01845,0.451612,19.152668
106536,3,0.044917,0.003372,0.68129,0.121708,0.438249,19.968859
103177,10,0.065824,0.009523,1.721945,-0.21561,0.052386,15.703725
348643,3,0.03609,0.008829,0.173173,0.171869,0.474708,20.592065
130650,2,0.075221,-5.3e-05,0.644908,0.111267,0.315732,15.814882
321026,10,0.064441,0.046655,0.961429,0.035093,0.096924,16.782662
205266,3,0.031069,0.007543,0.209728,0.18574,0.292615,19.129147
144888,10,0.081314,0.025045,0.796201,-0.073124,0.151532,16.085901
258704,9,0.02174,0.001368,0.735814,0.244852,0.470252,16.450116
232622,5,0.159378,0.014112,1.1569,-0.13921,0.085853,19.719616
121410,7,0.148158,0.037367,0.367841,0.293562,0.070545,17.703365
137394,10,0.068448,0.009827,0.963126,-0.078003,0.144796,16.484425
201517,10,0.150167,0.0468,1.383244,0.024969,0.072999,15.916115
224833,5,0.059496,0.017395,0.897349,-0.034596,0.351313,17.477994
299259,5,0.059399,0.001994,0.906782,0.097779,0.34131,16.688653
141340,4,0.072376,0.000119,0.788806,0.022036,0.288897,17.583836
299352,2,0.080692,0.003907,0.700734,0.159575,0.334178,16.036745
179490,5,0.153577,0.005151,0.887828,0.101237,0.185482,18.793654
208361,8,0.204866,0.011383,0.36614,0.128649,0.226642,18.131372
194381,4,0.220976,0.04233,0.508176,0.019351,0.455204,15.772037
152237,10,0.136134,0.021658,0.881879,0.14483,0.108075,16.428598
282989,5,0.113981,0.007675,0.500557,-0.10046,0.676571,18.768609
386456,10,0.123998,0.027438,2.362586,0.138753,0.035899,16.815232
122092,6,0.109035,0.041201,0.292387,0.442239,0.608838,15.824025
271115,10,0.125038,0.042709,1.207875,0.044517,0.064667,15.958926
107758,10,0.109317,0.035219,2.152375,-0.182319,0.055434,16.938614
146388,5,0.159961,0.001783,0.390679,0.110921,0.620207,20.183433
201075,3,0.157539,0.005494,0.102452,0.143372,0.323093,18.858236
207478,1,0.038011,0.002778,0.415175,0.065459,0.117682,18.791291
393621,4,0.026019,0.059331,0.49183,0.143051,0.077651,17.955287
300106,8,0.169425,0.026161,0.454697,0.196116,0.190374,13.828396
165232,8,0.155466,0.006128,0.405657,0.121483,0.221456,12.838958
122390,7,0.175412,0.045391,0.414597,0.19379,0.349674,17.871449
346418,3,0.151589,0.003468,0.098217,0.011966,0.110358,17.749364
289798,9,0.065397,0.000278,0.414307,0.123875,0.053037,19.229735
226851,6,0.049962,0.077574,0.917266,0.129628,0.370736,16.419478
175944,10,0.073572,0.022553,1.617339,-0.010117,0.107303,16.345137
376535,9,0.089552,0.020366,0.389721,0.005416,0.323422,16.401369
351301,8,0.13421,0.008703,0.372704,0.133444,0.196161,14.424609
393828,7,0.143007,0.03062,0.856968,0.379703,0.167247,19.347578
126503,4,0.206371,0.036417,0.639445,0.108042,0.161477,20.266522
238510,10,0.137698,0.012295,1.19238,0.002084,0.160319,15.850767
